# h/a,X_tt,Y_tt
2.64600000,1.66429231,1.25995283
2.64700000,1.66392693,1.25983591
2.64800000,1.66356229,1.25971934
2.64900000,1.66319800,1.25960268
2.65000000,1.66283367,1.25948616
2.65100000,1.66247009,1.25936977
2.65200000,1.66210706,1.25925351
2.65300000,1.66174399,1.25913727
2.65400000,1.66138146,1.25902127
2.65500000,1.66101949,1.25890530
2.65600000,1.66065767,1.25878946
2.65700000,1.66029620,1.25867364
2.65800000,1.65993508,1.25855796
2.65900000,1.65957450,1.25844240
2.66000000,1.65921409,1.25832698
2.66100000,1.65885440,1.25821169
2.66200000,1.65849469,1.25809643
2.66300000,1.65813570,1.25798118
2.66400000,1.65777668,1.25786618
2.66500000,1.65741820,1.25775119
2.66600000,1.65706045,1.25763634
2.66700000,1.65670267,1.25752152
2.66800000,1.65634542,1.25740693
2.66900000,1.65598852,1.25729236
2.67000000,1.65563178,1.25717793
2.67100000,1.65527557,1.25706352
2.67200000,1.65491990,1.25694935
2.67300000,1.65456420,1.25683509
2.67400000,1.65420903,1.25672107
2.67500000,1.65385458,1.25660707
2.67600000,1.65349991,1.25649321
2.67700000,1.65314596,1.25637947
2.67800000,1.65279217,1.25626576
2.67900000,1.65243891,1.25615229
2.68000000,1.65208599,1.25603873
2.68100000,1.65173342,1.25592541
2.68200000,1.65138137,1.25581222
2.68300000,1.65102948,1.25569905
2.68400000,1.65067793,1.25558591
2.68500000,1.65032691,1.25547289
2.68600000,1.64997604,1.25536000
2.68700000,1.64962571,1.25524736
2.68800000,1.64927552,1.25513463
2.68900000,1.64892605,1.25502202
2.69000000,1.64857654,1.25490944
2.69100000,1.64822756,1.25479710
2.69200000,1.64787892,1.25468478
2.69300000,1.64753061,1.25457259
2.69400000,1.64718284,1.25446064
2.69500000,1.64683521,1.25434849
2.69600000,1.64648792,1.25423669
2.69700000,1.64614115,1.25412491
2.69800000,1.64579453,1.25401315
2.69900000,1.64544844,1.25390152
2.70000000,1.64510249,1.25379002
2.70100000,1.64475726,1.25367865
2.70200000,1.64441217,1.25356730
2.70300000,1.64406723,1.25345597
2.70400000,1.64372281,1.25334488
2.70500000,1.64337892,1.25323381
2.70600000,1.64303517,1.25312288
2.70700000,1.64269194,1.25301207
2.70800000,1.64234886,1.25290139
2.70900000,1.64200610,1.25279062
2.71000000,1.64166387,1.25267998
2.71100000,1.64132197,1.25256958
2.71200000,1.64098041,1.25245919
2.71300000,1.64063898,1.25234894
2.71400000,1.64029827,1.25223882
2.71500000,1.63995731,1.25212861
2.71600000,1.63961726,1.25201864
2.71700000,1.63927734,1.25190879
2.71800000,1.63893776,1.25179897
2.71900000,1.63859850,1.25168927
2.72000000,1.63825976,1.25157971
2.72100000,1.63792116,1.25147016
2.72200000,1.63758308,1.25136074
2.72300000,1.63724495,1.25125134
2.72400000,1.63690771,1.25114207
2.72500000,1.63657043,1.25103282
2.72600000,1.63623365,1.25092392
2.72700000,1.63589702,1.25081493
2.72800000,1.63556090,1.25070607
2.72900000,1.63522511,1.25059722
2.73000000,1.63488964,1.25048861
2.73100000,1.63455431,1.25037992
2.73200000,1.63421949,1.25027146
2.73300000,1.63388518,1.25016302
2.73400000,1.63355101,1.25005471
2.73500000,1.63321717,1.24994641
2.73600000,1.63288383,1.24983836
2.73700000,1.63255063,1.24973021
2.73800000,1.63221776,1.24962242
2.73900000,1.63188520,1.24951453
2.74000000,1.63155316,1.24940677
2.74100000,1.63122144,1.24929903
2.74200000,1.63088967,1.24919141
2.74300000,1.63055877,1.24908393
2.74400000,1.63022783,1.24897646
2.74500000,1.62989739,1.24886923
2.74600000,1.62956728,1.24876202
2.74700000,1.62923729,1.24865482
2.74800000,1.62890782,1.24854776
2.74900000,1.62857866,1.24844082
2.75000000,1.62824982,1.24833401
2.75100000,1.62792130,1.24822722
2.75200000,1.62759310,1.24812056
2.75300000,1.62726504,1.24801391
2.75400000,1.62693766,1.24790750
2.75500000,1.62661023,1.24780101
2.75600000,1.62628367,1.24769463
2.75700000,1.62595706,1.24758850
2.75800000,1.62563076,1.24748227
2.75900000,1.62530478,1.24737628
2.76000000,1.62497912,1.24727031
2.76100000,1.62465396,1.24716446
2.76200000,1.62432892,1.24705864
2.76300000,1.62400421,1.24695294
2.76400000,1.62367999,1.24684737
2.76500000,1.62335590,1.24674181
2.76600000,1.62303232,1.24663638
2.76700000,1.62270886,1.24653108
2.76800000,1.62238590,1.24642580
2.76900000,1.62206307,1.24632064
2.77000000,1.62174073,1.24621550
2.77100000,1.62141871,1.24611060
2.77200000,1.62109700,1.24600561
2.77300000,1.62077542,1.24590085
2.77400000,1.62045452,1.24579611
2.77500000,1.62013356,1.24569139
2.77600000,1.61981292,1.24558690
2.77700000,1.61949277,1.24548243
2.77800000,1.61917293,1.24537809
2.77900000,1.61885340,1.24527376
2.78000000,1.61853418,1.24516956
2.78100000,1.61821527,1.24506549
2.78200000,1.61789648,1.24496132
2.78300000,1.61757819,1.24485739
2.78400000,1.61726039,1.24475359
2.78500000,1.61694253,1.24464980
2.78600000,1.61662517,1.24454614
2.78700000,1.61630811,1.24444261
2.78800000,1.61599136,1.24433898
2.78900000,1.61567492,1.24423570
2.79000000,1.61535878,1.24413233
2.79100000,1.61504295,1.24402897
2.79200000,1.61472743,1.24392585
2.79300000,1.61441221,1.24382274
2.79400000,1.61409749,1.24371976
2.79500000,1.61378252,1.24361680
2.79600000,1.61346840,1.24351396
2.79700000,1.61315441,1.24341125
2.79800000,1.61284054,1.24330856
2.79900000,1.61252733,1.24320599
2.80000000,1.61221444,1.24310354
2.80100000,1.61190148,1.24300112
2.80200000,1.61158919,1.24289882
2.80300000,1.61127684,1.24279664
2.80400000,1.61096515,1.24269448
2.80500000,1.61065359,1.24259234
2.80600000,1.61034233,1.24249043
2.80700000,1.61003119,1.24238843
2.80800000,1.60972054,1.24228666
2.80900000,1.60941018,1.24218502
2.81000000,1.60910031,1.24208329
2.81100000,1.60879056,1.24198179
2.81200000,1.60848111,1.24188031
2.81300000,1.60817196,1.24177884
2.81400000,1.60786311,1.24167760
2.81500000,1.60755438,1.24157639
2.81600000,1.60724613,1.24147519
2.81700000,1.60693836,1.24137411
2.81800000,1.60663071,1.24127316
2.81900000,1.60632336,1.24117233
2.82000000,1.60601630,1.24107152
2.82100000,1.60570937,1.24097073
2.82200000,1.60540309,1.24087006
2.82300000,1.60509675,1.24076951
2.82400000,1.60479107,1.24066909
2.82500000,1.60448533,1.24056858
2.82600000,1.60418024,1.24046819
2.82700000,1.60387509,1.24036814
2.82800000,1.60357041,1.24026789
2.82900000,1.60326604,1.24016788
2.83000000,1.60296196,1.24006788
2.83100000,1.60265817,1.23996790
2.83200000,1.60235450,1.23986814
2.83300000,1.60205130,1.23976841
2.83400000,1.60174822,1.23966869
2.83500000,1.60144580,1.23956909
2.83600000,1.60114349,1.23946962
2.83700000,1.60084129,1.23937027
2.83800000,1.60053939,1.23927083
2.83900000,1.60023814,1.23917163
2.84000000,1.59993682,1.23907243
2.84100000,1.59963580,1.23897326
2.84200000,1.59933507,1.23887431
2.84300000,1.59903481,1.23877538
2.84400000,1.59873466,1.23867647
2.84500000,1.59843499,1.23857768
2.84600000,1.59813561,1.23847902
2.84700000,1.59783616,1.23838037
2.84800000,1.59753736,1.23828184
2.84900000,1.59723867,1.23818343
2.85000000,1.59694045,1.23808505
2.85100000,1.59664217,1.23798678
2.85200000,1.59634453,1.23788853
2.85300000,1.59604718,1.23779041
2.85400000,1.59574994,1.23769240
2.85500000,1.59545282,1.23759441
2.85600000,1.59515634,1.23749644
2.85700000,1.59485997,1.23739859
2.85800000,1.59456389,1.23730087
2.85900000,1.59426809,1.23720326
2.86000000,1.59397241,1.23710568
2.86100000,1.59367720,1.23700811
2.86200000,1.59338227,1.23691076
2.86300000,1.59308763,1.23681344
2.86400000,1.59279327,1.23671623
2.86500000,1.59249903,1.23661894
2.86600000,1.59220525,1.23652187
2.86700000,1.59191157,1.23642482
2.86800000,1.59161819,1.23632789
2.86900000,1.59132544,1.23623098
2.87000000,1.59103263,1.23613419
2.87100000,1.59073992,1.23603752
2.87200000,1.59044785,1.23594076
2.87300000,1.59015607,1.23584423
2.87400000,1.58986422,1.23574782
2.87500000,1.58957301,1.23565143
2.87600000,1.58928190,1.23555505
2.87700000,1.58899108,1.23545879
2.87800000,1.58870072,1.23536266
2.87900000,1.58841029,1.23526643
2.88000000,1.58812014,1.23517054
2.88100000,1.58783045,1.23507456
2.88200000,1.58754104,1.23497870
2.88300000,1.58725192,1.23488286
2.88400000,1.58696290,1.23478713
2.88500000,1.58667451,1.23469153
2.88600000,1.58638606,1.23459595
2.88700000,1.58609789,1.23450037
2.88800000,1.58580999,1.23440503
2.88900000,1.58552256,1.23430981
2.89000000,1.58523523,1.23421450
2.89100000,1.58494818,1.23411931
2.89200000,1.58466141,1.23402423
2.89300000,1.58437492,1.23392918
2.89400000,1.58408889,1.23383425
2.89500000,1.58380296,1.23373933
2.89600000,1.58351730,1.23364464
2.89700000,1.58323176,1.23354985
2.89800000,1.58294684,1.23345519
2.89900000,1.58266185,1.23336054
2.90000000,1.58237714,1.23326612
2.90100000,1.58209288,1.23317161
2.90200000,1.58180890,1.23307733
2.90300000,1.58152484,1.23298306
2.90400000,1.58124142,1.23288880
2.90500000,1.58095809,1.23279467
2.90600000,1.58067505,1.23270066
2.90700000,1.58039245,1.23260666
2.90800000,1.58010978,1.23251278
2.90900000,1.57982756,1.23241892
2.91000000,1.57954562,1.23232518
2.91100000,1.57926396,1.23223145
2.91200000,1.57898257,1.23213795
2.91300000,1.57870145,1.23204436
2.91400000,1.57842044,1.23195089
2.91500000,1.57813970,1.23185754
2.91600000,1.57785941,1.23176420
2.91700000,1.57757904,1.23167098
2.91800000,1.57729947,1.23157789
2.91900000,1.57701983,1.23148481
2.92000000,1.57674029,1.23139174
2.92100000,1.57646119,1.23129879
2.92200000,1.57618237,1.23120596
2.92300000,1.57590382,1.23111315
2.92400000,1.57562537,1.23102035
2.92500000,1.57534736,1.23092778
2.92600000,1.57506946,1.23083512
2.92700000,1.57479200,1.23074268
2.92800000,1.57451464,1.23065026
2.92900000,1.57423754,1.23055795
2.93000000,1.57396073,1.23046556
2.93100000,1.57368418,1.23037339
2.93200000,1.57340790,1.23028134
2.93300000,1.57313190,1.23018920
2.93400000,1.57285616,1.23009728
2.93500000,1.57258070,1.23000527
2.93600000,1.57230550,1.22991349
2.93700000,1.57203023,1.22982172
2.93800000,1.57175557,1.22972997
2.93900000,1.57148119,1.22963833
2.94000000,1.57120672,1.22954682
2.94100000,1.57093270,1.22945532
2.94200000,1.57065912,1.22936394
2.94300000,1.57038547,1.22927257
2.94400000,1.57011242,1.22918122
2.94500000,1.56983930,1.22908998
2.94600000,1.56956645,1.22899887
2.94700000,1.56929404,1.22890776
2.94800000,1.56902172,1.22881689
2.94900000,1.56874985,1.22872603
2.95000000,1.56847806,1.22863507
2.95100000,1.56820655,1.22854434
2.95200000,1.56793530,1.22845352
2.95300000,1.56766431,1.22836303
2.95400000,1.56739342,1.22827244
2.95500000,1.56712280,1.22818187
2.95600000,1.56685262,1.22809153
2.95700000,1.56658270,1.22800109
2.95800000,1.56631287,1.22791088
2.95900000,1.56604331,1.22782068
2.96000000,1.56577418,1.22773049
2.96100000,1.56550498,1.22764043
2.96200000,1.56523621,1.22755037
2.96300000,1.56496754,1.22746044
2.96400000,1.56469930,1.22737062
2.96500000,1.56443132,1.22728082
2.96600000,1.56416344,1.22719103
2.96700000,1.56389599,1.22710147
2.96800000,1.56362846,1.22701181
2.96900000,1.56336137,1.22692238
2.97000000,1.56309454,1.22683296
2.97100000,1.56282797,1.22674344
2.97200000,1.56256149,1.22665426
2.97300000,1.56229545,1.22656499
2.97400000,1.56202967,1.22647583
2.97500000,1.56176397,1.22638669
2.97600000,1.56149837,1.22629766
2.97700000,1.56123338,1.22620876
2.97800000,1.56096830,1.22611986
2.97900000,1.56070382,1.22603098
2.98000000,1.56043927,1.22594222
2.98100000,1.56017497,1.22585347
2.98200000,1.55991093,1.22576494
2.98300000,1.55964733,1.22567633
2.98400000,1.55938381,1.22558793
2.98500000,1.55912056,1.22549944
2.98600000,1.55885756,1.22541107
2.98700000,1.55859482,1.22532282
2.98800000,1.55833217,1.22523459
2.98900000,1.55806978,1.22514647
2.99000000,1.55780782,1.22505836
2.99100000,1.55754612,1.22497037
2.99200000,1.55728434,1.22488250
2.99300000,1.55702315,1.22479453
2.99400000,1.55676188,1.22470679
2.99500000,1.55650104,1.22461906
2.99600000,1.55624029,1.22453135
2.99700000,1.55597996,1.22444375
2.99800000,1.55571973,1.22435627
2.99900000,1.55545974,1.22426880
3.00000000,1.55520019,1.22418135
3.00100000,1.55494055,1.22409401
3.00200000,1.55468134,1.22400679
3.00300000,1.55442221,1.22391958
3.00400000,1.55416351,1.22383249
3.00500000,1.55390473,1.22374542
3.00600000,1.55364654,1.22365835
3.00700000,1.55338844,1.22357140
3.00800000,1.55313042,1.22348457
3.00900000,1.55287283,1.22339776
3.01000000,1.55261549,1.22331106
3.01100000,1.55235840,1.22322437
3.01200000,1.55210123,1.22313769
3.01300000,1.55184449,1.22305124
3.01400000,1.55158800,1.22296480
3.01500000,1.55133176,1.22287837
3.01600000,1.55107578,1.22279206
3.01700000,1.55081988,1.22270576
3.01800000,1.55056440,1.22261958
3.01900000,1.55030884,1.22253330
3.02000000,1.55005370,1.22244725
3.02100000,1.54979898,1.22236131
3.02200000,1.54954418,1.22227528
3.02300000,1.54928980,1.22218948
3.02400000,1.54903550,1.22210368
3.02500000,1.54878162,1.22201790
3.02600000,1.54852783,1.22193223
3.02700000,1.54827411,1.22184658
3.02800000,1.54802099,1.22176104
3.02900000,1.54776795,1.22167552
3.03000000,1.54751499,1.22159011
3.03100000,1.54726228,1.22150471
3.03200000,1.54700982,1.22141943
3.03300000,1.54675762,1.22133417
3.03400000,1.54650566,1.22124901
3.03500000,1.54625379,1.22116398
3.03600000,1.54600216,1.22107885
3.03700000,1.54575095,1.22099395
3.03800000,1.54549999,1.22090905
3.03900000,1.54524895,1.22082417
3.04000000,1.54499832,1.22073940
3.04100000,1.54474794,1.22065475
3.04200000,1.54449765,1.22057001
3.04300000,1.54424760,1.22048539
3.04400000,1.54399796,1.22040088
3.04500000,1.54374841,1.22031648
3.04600000,1.54349911,1.22023210
3.04700000,1.54325005,1.22014773
3.04800000,1.54300107,1.22006348
3.04900000,1.54275234,1.21997934
3.05000000,1.54250386,1.21989511
3.05100000,1.54225579,1.21981099
3.05200000,1.54200764,1.21972699
3.05300000,1.54175990,1.21964301
3.05400000,1.54151240,1.21955913
3.05500000,1.54126499,1.21947538
3.05600000,1.54101782,1.21939164
3.05700000,1.54077089,1.21930780
3.05800000,1.54052405,1.21922418
3.05900000,1.54027779,1.21914068
3.06000000,1.54003143,1.21905709
3.06100000,1.53978516,1.21897372
3.06200000,1.53953930,1.21889025
3.06300000,1.53929384,1.21880690
3.06400000,1.53904847,1.21872367
3.06500000,1.53880318,1.21864055
3.06600000,1.53855813,1.21855733
3.06700000,1.53831332,1.21847424
3.06800000,1.53806876,1.21839126
3.06900000,1.53782444,1.21830829
3.07000000,1.53758020,1.21822543
3.07100000,1.53733637,1.21814249
3.07200000,1.53709261,1.21805976
3.07300000,1.53684910,1.21797704
3.07400000,1.53660583,1.21789444
3.07500000,1.53636281,1.21781185
3.07600000,1.53612002,1.21772938
3.07700000,1.53587715,1.21764692
3.07800000,1.53563485,1.21756457
3.07900000,1.53539247,1.21748213
3.08000000,1.53515032,1.21739991
3.08100000,1.53490858,1.21731759
3.08200000,1.53466709,1.21723550
3.08300000,1.53442567,1.21715341
3.08400000,1.53418449,1.21707134
3.08500000,1.53394338,1.21698938
3.08600000,1.53370269,1.21690744
3.08700000,1.53346207,1.21682571
3.08800000,1.53322168,1.21674389
3.08900000,1.53298154,1.21666218
3.09000000,1.53274181,1.21658049
3.09100000,1.53250198,1.21649891
3.09200000,1.53226240,1.21641723
3.09300000,1.53202321,1.21633578
3.09400000,1.53178394,1.21625444
3.09500000,1.53154508,1.21617301
3.09600000,1.53130645,1.21609179
3.09700000,1.53106789,1.21601049
3.09800000,1.53082958,1.21592930
3.09900000,1.53059150,1.21584811
3.10000000,1.53035367,1.21576705
3.10100000,1.53011590,1.21568610
3.10200000,1.52987838,1.21560515
3.10300000,1.52964125,1.21552422
3.10400000,1.52940420,1.21544341
3.10500000,1.52916723,1.21536271
3.10600000,1.52893065,1.21528202
3.10700000,1.52869415,1.21520134
3.10800000,1.52845789,1.21512077
3.10900000,1.52822202,1.21504022
3.11000000,1.52798607,1.21495977
3.11100000,1.52775035,1.21487934
3.11200000,1.52751504,1.21479893
3.11300000,1.52727963,1.21471872
3.11400000,1.52704478,1.21463843
3.11500000,1.52680985,1.21455825
3.11600000,1.52657547,1.21447818
3.11700000,1.52634068,1.21439802
3.11800000,1.52610662,1.21431808
3.11900000,1.52587262,1.21423815
3.12000000,1.52563886,1.21415833
3.12100000,1.52540518,1.21407842
3.12200000,1.52517172,1.21399863
3.12300000,1.52493851,1.21391895
3.12400000,1.52470536,1.21383938
3.12500000,1.52447245,1.21375982
3.12600000,1.52424010,1.21368017
3.12700000,1.52400749,1.21360074
3.12800000,1.52377528,1.21352131
3.12900000,1.52354331,1.21344201
3.13000000,1.52331140,1.21336260
3.13100000,1.52307973,1.21328342
3.13200000,1.52284829,1.21320424
3.13300000,1.52261725,1.21312518
3.13400000,1.52238596,1.21304613
3.13500000,1.52215522,1.21296709
3.13600000,1.52192455,1.21288806
3.13700000,1.52169411,1.21280925
3.13800000,1.52146374,1.21273045
3.13900000,1.52123361,1.21265165
3.14000000,1.52100371,1.21257287
3.14100000,1.52077404,1.21249420
3.14200000,1.52054460,1.21241565
3.14300000,1.52031539,1.21233710
3.14400000,1.52008625,1.21225856
3.14500000,1.51985734,1.21218014
3.14600000,1.51962867,1.21210183
3.14700000,1.51940006,1.21202343
3.14800000,1.51917168,1.21194514
3.14900000,1.51894370,1.21186697
3.15000000,1.51871578,1.21178880
3.15100000,1.51848794,1.21171075
3.15200000,1.51826048,1.21163271
3.15300000,1.51803310,1.21155478
3.15400000,1.51780594,1.21147676
3.15500000,1.51757885,1.21139895
3.15600000,1.51735215,1.21132116
3.15700000,1.51712552,1.21124337
3.15800000,1.51689912,1.21116570
3.15900000,1.51667311,1.21108804
3.16000000,1.51644685,1.21101039
3.16100000,1.51622097,1.21093295
3.16200000,1.51599533,1.21085552
3.16300000,1.51576975,1.21077800
3.16400000,1.51554472,1.21070060
3.16500000,1.51531959,1.21062340
3.16600000,1.51509470,1.21054612
3.16700000,1.51487003,1.21046895
3.16800000,1.51464543,1.21039179
3.16900000,1.51442122,1.21031463
3.17000000,1.51419708,1.21023770
3.17100000,1.51397300,1.21016067
3.17200000,1.51374947,1.21008375
3.17300000,1.51352568,1.21000685
3.17400000,1.51330244,1.20993015
3.17500000,1.51307927,1.20985337
3.17600000,1.51285617,1.20977659
3.17700000,1.51263345,1.20970003
3.17800000,1.51241096,1.20962348
3.17900000,1.51218821,1.20954694
3.18000000,1.51196601,1.20947041
3.18100000,1.51174387,1.20939410
3.18200000,1.51152212,1.20931769
3.18300000,1.51130028,1.20924129
3.18400000,1.51107882,1.20916511
3.18500000,1.51085759,1.20908893
3.18600000,1.51063626,1.20901277
3.18700000,1.51041531,1.20893661
3.18800000,1.51019460,1.20886067
3.18900000,1.50997410,1.20878464
3.19000000,1.50975367,1.20870882
3.19100000,1.50953331,1.20863280
3.19200000,1.50931332,1.20855700
3.19300000,1.50909341,1.20848132
3.19400000,1.50887387,1.20840554
3.19500000,1.50865424,1.20832997
3.19600000,1.50843484,1.20825431
3.19700000,1.50821582,1.20817876
3.19800000,1.50799686,1.20810323
3.19900000,1.50777812,1.20802780
3.20000000,1.50755945,1.20795238
3.20100000,1.50734100,1.20787708
3.20200000,1.50712293,1.20780178
3.20300000,1.50690477,1.20772660
3.20400000,1.50668683,1.20765143
3.20500000,1.50646927,1.20757626
3.20600000,1.50625177,1.20750121
3.20700000,1.50603434,1.20742627
3.20800000,1.50581729,1.20735123
3.20900000,1.50560014,1.20727631
3.21000000,1.50538353,1.20720150
3.21100000,1.50516682,1.20712670
3.21200000,1.50495050,1.20705201
3.21300000,1.50473424,1.20697733
3.21400000,1.50451819,1.20690266
3.21500000,1.50430237,1.20682810
3.21600000,1.50408661,1.20675355
3.21700000,1.50387092,1.20667900
3.21800000,1.50365560,1.20660457
3.21900000,1.50344034,1.20653015
3.22000000,1.50322547,1.20645595
3.22100000,1.50301049,1.20638164
3.22200000,1.50279590,1.20630746
3.22300000,1.50258136,1.20623328
3.22400000,1.50236720,1.20615921
3.22500000,1.50215295,1.20608504
3.22600000,1.50193908,1.20601110
3.22700000,1.50172526,1.20593705
3.22800000,1.50151166,1.20586323
3.22900000,1.50129829,1.20578941
3.23000000,1.50108497,1.20571560
3.23100000,1.50087188,1.20564180
3.23200000,1.50065884,1.20556811
3.23300000,1.50044634,1.20549453
3.23400000,1.50023374,1.20542096
3.23500000,1.50002136,1.20534740
3.23600000,1.49980919,1.20527384
3.23700000,1.49959709,1.20520051
3.23800000,1.49938536,1.20512707
3.23900000,1.49917369,1.20505375
3.24000000,1.49896208,1.20498044
3.24100000,1.49875069,1.20490724
3.24200000,1.49853968,1.20483405
3.24300000,1.49832856,1.20476096
3.24400000,1.49811782,1.20468789
3.24500000,1.49790714,1.20461483
3.24600000,1.49769668,1.20454187
3.24700000,1.49748643,1.20446893
3.24800000,1.49727625,1.20439610
3.24900000,1.49706612,1.20432327
3.25000000,1.49685652,1.20425056
3.25100000,1.49664682,1.20417775
3.25200000,1.49643734,1.20410505
3.25300000,1.49622808,1.20403247
3.25400000,1.49601903,1.20395999
3.25500000,1.49581020,1.20388742
3.25600000,1.49560142,1.20381497
3.25700000,1.49539270,1.20374262
3.25800000,1.49518436,1.20367018
3.25900000,1.49497607,1.20359795
3.26000000,1.49476800,1.20352553
3.26100000,1.49455999,1.20345342
3.26200000,1.49435235,1.20338121
3.26300000,1.49414460,1.20330912
3.26400000,1.49393723,1.20323714
3.26500000,1.49372992,1.20316506
3.26600000,1.49352298,1.20309320
3.26700000,1.49331610,1.20302125
3.26800000,1.49310927,1.20294940
3.26900000,1.49290266,1.20287756
3.27000000,1.49269626,1.20280584
3.27100000,1.49249007,1.20273412
3.27200000,1.49228394,1.20266251
3.27300000,1.49207802,1.20259081
3.27400000,1.49187217,1.20251932
3.27500000,1.49166668,1.20244773
3.27600000,1.49146140,1.20237636
3.27700000,1.49125602,1.20230490
3.27800000,1.49105086,1.20223354
3.27900000,1.49084591,1.20216220
3.28000000,1.49064117,1.20209096
3.28100000,1.49043664,1.20201974
3.28200000,1.49023217,1.20194862
3.28300000,1.49002807,1.20187751
3.28400000,1.48982386,1.20180651
3.28500000,1.48961987,1.20173542
3.28600000,1.48941625,1.20166443
3.28700000,1.48921268,1.20159356
3.28800000,1.48900901,1.20152270
3.28900000,1.48880587,1.20145194
3.29000000,1.48860262,1.20138110
3.29100000,1.48839990,1.20131036
3.29200000,1.48819692,1.20123973
3.29300000,1.48799431,1.20116911
3.29400000,1.48779190,1.20109860
3.29500000,1.48758956,1.20102810
3.29600000,1.48738742,1.20095760
3.29700000,1.48718549,1.20088712
3.29800000,1.48698362,1.20081674
3.29900000,1.48678196,1.20074647
3.30000000,1.48658035,1.20067622
3.30100000,1.48637911,1.20060586
3.30200000,1.48617792,1.20053572
3.30300000,1.48597710,1.20046559
3.30400000,1.48577617,1.20039547
3.30500000,1.48557546,1.20032555
3.30600000,1.48537480,1.20025545
3.30700000,1.48517450,1.20018555
3.30800000,1.48497426,1.20011566
3.30900000,1.48477423,1.20004578
3.31000000,1.48457440,1.19997601
3.31100000,1.48437463,1.19990624
3.31200000,1.48417507,1.19983659
3.31300000,1.48397556,1.19976694
3.31400000,1.48377626,1.19969730
3.31500000,1.48357716,1.19962777
3.31600000,1.48337828,1.19955825
3.31700000,1.48317945,1.19948884
3.31800000,1.48298082,1.19941933
3.31900000,1.48278241,1.19935004
3.32000000,1.48258420,1.19928075
3.32100000,1.48238604,1.19921147
3.32200000,1.48218794,1.19914220
3.32300000,1.48199020,1.19907304
3.32400000,1.48179251,1.19900389
3.32500000,1.48159487,1.19893484
3.32600000,1.48139760,1.19886580
3.32700000,1.48120038,1.19879677
3.32800000,1.48100321,1.19872785
3.32900000,1.48080640,1.19865894
3.33000000,1.48060948,1.19859014
3.33100000,1.48041309,1.19852134
3.33200000,1.48021659,1.19845255
3.33300000,1.48002030,1.19838387
3.33400000,1.47982421,1.19831520
3.33500000,1.47962833,1.19824664
3.33600000,1.47943234,1.19817798
3.33700000,1.47923672,1.19810954
3.33800000,1.47904115,1.19804100
3.33900000,1.47884593,1.19797267
3.34000000,1.47865077,1.19790425
3.34100000,1.47845566,1.19783583
3.34200000,1.47826075,1.19776763
3.34300000,1.47806605,1.19769943
3.34400000,1.47787140,1.19763114
3.34500000,1.47767696,1.19756306
3.34600000,1.47748287,1.19749488
3.34700000,1.47728868,1.19742692
3.34800000,1.47709470,1.19735886
3.34900000,1.47690092,1.19729091
3.35000000,1.47670719,1.19722297
3.35100000,1.47651351,1.19715513
3.35200000,1.47632018,1.19708731
3.35300000,1.47612707,1.19701949
3.35400000,1.47593400,1.19695178
3.35500000,1.47574113,1.19688408
3.35600000,1.47554847,1.19681648
3.35700000,1.47535571,1.19674889
3.35800000,1.47516314,1.19668132
3.35900000,1.47497094,1.19661384
3.36000000,1.47477878,1.19654638
3.36100000,1.47458683,1.19647903
3.36200000,1.47439493,1.19641158
3.36300000,1.47420323,1.19634424
3.36400000,1.47401158,1.19627701
3.36500000,1.47382028,1.19620978
3.36600000,1.47362904,1.19614267
3.36700000,1.47343799,1.19607546
3.36800000,1.47324685,1.19600835
3.36900000,1.47305606,1.19594136
3.37000000,1.47286547,1.19587428
3.37100000,1.47267492,1.19580730
3.37200000,1.47248459,1.19574043
3.37300000,1.47229445,1.19567366
3.37400000,1.47210436,1.19560671
3.37500000,1.47191447,1.19554006
3.37600000,1.47172463,1.19547322
3.37700000,1.47153499,1.19540659
3.37800000,1.47134540,1.19533996
3.37900000,1.47115632,1.19527335
3.38000000,1.47096698,1.19520674
3.38100000,1.47077784,1.19514023
3.38200000,1.47058906,1.19507374
3.38300000,1.47040047,1.19500735
3.38400000,1.47021178,1.19494097
3.38500000,1.47002329,1.19487470
3.38600000,1.46983500,1.19480843
3.38700000,1.46964676,1.19474208
3.38800000,1.46945872,1.19467593
3.38900000,1.46927088,1.19460978
3.39000000,1.46908324,1.19454365
3.39100000,1.46889564,1.19447762
3.39200000,1.46870825,1.19441160
3.39300000,1.46852090,1.19434559
3.39400000,1.46833375,1.19427968
3.39500000,1.46814695,1.19421378
3.39600000,1.46795990,1.19414799
3.39700000,1.46777305,1.19408221
3.39800000,1.46758670,1.19401643
3.39900000,1.46740024,1.19395066
3.40000000,1.46721383,1.19388500
3.40100000,1.46702777,1.19381935
3.40200000,1.46684191,1.19375380
3.40300000,1.46665595,1.19368826
3.40400000,1.46647018,1.19362283
3.40500000,1.46628476,1.19355740
3.40600000,1.46609924,1.19349198
3.40700000,1.46591407,1.19342657
3.40800000,1.46572879,1.19336136
3.40900000,1.46554386,1.19329597
3.41000000,1.46535898,1.19323078
3.41100000,1.46517429,1.19316559
3.41200000,1.46498981,1.19310042
3.41300000,1.46480537,1.19303525
3.41400000,1.46462097,1.19297029
3.41500000,1.46443677,1.19290523
3.41600000,1.46425292,1.19284029
3.41700000,1.46406897,1.19277535
3.41800000,1.46388536,1.19271041
3.41900000,1.46370180,1.19264569
3.42000000,1.46351829,1.19258087
3.42100000,1.46333482,1.19251605
