# h/a,X_tt,Y_tt
0.74600000,7.18757437,3.59378718
0.74700000,7.16834361,3.58417181
0.74800000,7.14918902,3.57459451
0.74900000,7.13011198,3.56505599
0.75000000,7.11111118,3.55555559
0.75100000,7.09218665,3.54609333
0.75200000,7.07333711,3.53666856
0.75300000,7.05456130,3.52728065
0.75400000,7.03586186,3.51793093
0.75500000,7.01723667,3.50861833
0.75600000,6.99868488,3.49934244
0.75700000,6.98020527,3.49010263
0.75800000,6.96180044,3.48090022
0.75900000,6.94346829,3.47173415
0.76000000,6.92520802,3.46260401
0.76100000,6.90701967,3.45350984
0.76200000,6.88890246,3.44445123
0.76300000,6.87085724,3.43542862
0.76400000,6.85288241,3.42644120
