# h/a,X_tt,Y_tt
0.72900000,7.28493821,2.74744638
0.73000000,7.26880708,2.74286219
0.73100000,7.25274353,2.73829775
0.73200000,7.23675451,2.73375582
0.73300000,7.22082209,2.72923128
0.73400000,7.20495603,2.72472691
0.73500000,7.18915955,2.72024258
0.73600000,7.17343217,2.71577894
0.73700000,7.15776762,2.71133458
0.73800000,7.14217043,2.70690988
0.73900000,7.12663794,2.70250524
0.74000000,7.11117154,2.69811977
0.74100000,7.09575798,2.69375080
0.74200000,7.08041902,2.68940306
0.74300000,7.06514447,2.68507592
0.74400000,7.04993046,2.68076571
0.74500000,7.03477965,2.67647485
0.74600000,7.01969080,2.67220272
0.74700000,7.00466524,2.66794920
0.74800000,6.98969444,2.66371269
0.74900000,6.97479304,2.65949632
0.75000000,6.95994952,2.65529748
0.75100000,6.94517285,2.65111879
0.75200000,6.93045163,2.64695643
0.75300000,6.91578681,2.64281154
0.75400000,6.90118726,2.63868547
0.75500000,6.88664797,2.63457738
0.75600000,6.87216940,2.63048789
0.75700000,6.85774705,2.62641471
0.75800000,6.84338386,2.62235944
0.75900000,6.82908441,2.61832366
0.76000000,6.81482868,2.61430075
0.76100000,6.80064169,2.61029857
0.76200000,6.78650920,2.60631219
0.76300000,6.77243774,2.60234368
0.76400000,6.75842291,2.59839292
0.76500000,6.74446276,2.59445793
0.76600000,6.73055938,2.59054072
0.76700000,6.71670528,2.58663815
